3-D '/T/r/i/d/i/
dollar_acceptance 'd/A/l/@/r_/&/k's/E/pt/@/ns
dollar_bill 'd/A/l/@/r_b/I/l
dollar_bond 'd/A/l/@/r_b/A/nd
dollar_chaser 'd/A/l/@/r_'/tS//eI/s/@/r
dollar_crisis 'd/A/l/@/r_'kr/aI/s/I/s
dollar_debenture 'd/A/l/@/r_d/I/'b/E/n/tS//@/r
dollar_deficit 'd/A/l/@/r_'d/E/f/I/s/I/t
dollar_diplomacy 'd/A/l/@/r_d/I/'pl/oU/m/@/s/i/
dollar_exchange 'd/A/l/@/r_/I/ks'/tS//eI/n/dZ/
dollar_gap 'd/A/l/@/r_g/&/p
dollar_imperialism 'd/A/l/@/r_/I/m'p/i/r/i//@/,l/I/z/@/m
dollar_loan 'd/A/l/@/r_l/oU/n
dollar_mark 'd/A/l/@/r_m/A/rk
dollar_shortage 'd/A/l/@/r_'/S//O/rt/I//dZ/
Dolley 'd/A/l/i/
dollface 'd/A/l,f/eI/s
Dollfuss 'd/O/lf/u/s
dollhouse 'd/A/l,h/AU/s
Dollie 'd/A/l/i/
Dollinger 'd/A/l/I/n,g/[@]/r
Dollond 'd/A/l/@/nd
dollop 'd/A/l/@/p
dolly 'd/A/l/i/
Dolly 'd/A/l/i/
dolly-head 'd/A/l/i/_h/E/d
dolly-mop 'd/A/l/i/_m/A/p
dollyman 'd/A/l/i/m/@/n
dolly_bar 'd/A/l/i/_b/A/r
dolly_shop 'd/A/l/i/_/S//A/p
dolly_shot 'd/A/l/i/_/S//A/t
Dolly_Varden 'd/A/l/i/_'v/A/rd/-/n
doll_carriage d/A/l_'k/&/r/I//dZ/
doll_hospital d/A/l_'h/A/sp/I/t/-/l
doll_maker d/A/l_'m/eI/k/@/r
dolma 'd/A/lm/@/
dolman 'd/oU/lm/@/n
dolman_sleeve 'd/oU/lm/@/n_sl/i/v
dolmen 'd/oU/lm/E/n
dolmenic d/oU/l'm/E/n/I/k
dolomite 'd/oU/l/@/,m/aI/t
Dolomites 'd/oU/l/@/,m/aI/ts
dolomite_marble 'd/oU/l/@/,m/aI/t_'m/A/rb/@/l
dolomitic ,d/A/l/@/'m/I/t/I/k
dolomitise 'd/oU/l/@/m/aI/,t/aI/z
dolomitization ,d/oU/l/@/,m/aI/t/I/'z/eI//S//@/n
dolomitize 'd/oU/l/@/m/aI/,t/aI/z
Dolon 'd/oU/l/A/n
dolor 'd/oU/l/@/r
Dolores d/@/'l/oU/r/I/s
dolorimeter ,d/oU/l/@/'r/I/m/I/t/@/r
dolorimetric ,d/oU/l/@/r/@/'m/E/tr/I/k
dolorimetry ,d/oU/l/@/'r/I/m/I/tr/i/
doloroso ,d/oU/l/@/'r/oU/s/oU/
dolorous 'd/A/l/@/r/@/s
dolour 'd/A/l/@/r
Dolph d/A/lf
dolphin 'd/A/lf/I/n
dolphin-flower 'd/A/lf/I/n_'fl/AU//@/r
dolphinarium ,d/A/lf/I/'n/(@)/r/i//@/m
dolphinfish 'd/A/lf/I/n,f/I//S/
dolphin_fly 'd/A/lf/I/n_fl/aI/
dolphin_oil 'd/A/lf/I/n_//Oi//l
dolt d/oU/lt
Dolton 'd/O/lt/-/n
dolus 'd/oU/l/@/s
Dom d/A/m
dom d/A/m
Domagk 'd/oU/m/A/k
domain d/oU/'m/eI/n
domaine d/@/'m/eI/n
domanial d/@/'m/eI/n/i//@/l
dome d/oU/m
dome-shaped d/oU/m_/S//eI/pt
Domecq d/oU/'m/@/k
domed d/oU/md
Domenic 'd/A/m/@/n/I/k
Domenici d/oU/'m/@/n/@//tS//i/
Domenico d/O/'m/E/n/i/k/O/
domesday 'd/u/mz,d/eI/
Domesday 'd/u/mzd/eI/
domestic d/@/'m/E/st/I/k
domesticable d/@/'m/E/st/@/k/@/b/@/l
domesticate d/@/'m/E/st/@/,k/eI/t
domesticity ,d/oU/m/E/'st/I/s/I/t/i/
Domett 'd/A/m/I/t
dome_car d/oU/m_k/A/r
dome_tomb d/oU/m_t/u/m
dome_top d/oU/m_t/A/p
dome_whistle d/oU/m_'/hw//I/s/@/l
domical 'd/oU/m/I/k/@/l
domically 'd/oU/m/I/k/@/ll/i/
domicile 'd/A/m/I/,s/aI/l
domiciliar ,d/A/m/I/'s/I/l/i//@/r
domiciliary ,d/A/m/I/'s/I/l/i/,/E/r/i/
domiciliary_visit ,d/A/m/I/'s/I/l/i/,/E/r/i/_'v/I/z/I/t
domiciliate ,d/A/m/I/'s/I/l/i/,/eI/t
Domina 'd/A/m/@/n/@/
dominance 'd/A/m/@/n/@/ns
dominant 'd/A/m/@/n/@/nt
dominantly 'd/A/m/@/n/@/ntl/i/
dominant_character 'd/A/m/@/n/@/nt_'k/&/r/I/kt/@/r
dominant_chord 'd/A/m/@/n/@/nt_k/O/rd
dominant_estate 'd/A/m/@/n/@/nt_/E/'st/eI/t
dominant_note 'd/A/m/@/n/@/nt_n/oU/t
dominant_tenement 'd/A/m/@/n/@/nt_'t/E/n/@/m/@/nt
dominate 'd/A/m/@/,n/eI/t
domination ,d/A/m/@/'n/eI//S//@/n
dominative 'd/A/m/@/,n/eI/t/I/v
domine 'd/A/m/@/,n/i/
domineer ,d/A/m/@/'n/i/r
domineering ,d/A/m/@/'n/i/r/I//N/
Domingue d/oU/m/I/n'g/eI/
Dominic 'd/A/m/@/n/I/k
Dominica ,d/A/m/@/'n/i/k/@/
dominical d/@/'m/I/n/I/k/@/l
dominicale d/@/,m/I/n/@/'k/eI/l/i/
Dominican d/@/'m/I/n/@/k/@/n
Dominick 'd/A/m/@/n/I/k
dominie 'd/A/m/@/n/i/
dominion d/@/'m/I/n/j//@/n
Dominique d/O/m/i/'n/i/k
dominium d/@/'m/I/n/i//@/m
domino 'd/A/m/@/,n/oU/
Dominus 'd/oU/m/I/,n/U/s
Dominus_vobiscum 'd/oU/m/I/,n/U/s_v/oU/'b/I/sk/U/m
domitae_naturae 'd/A/m/I/,t/i/_n/@/'t/U/r/i/
Domitian d/@/'m/I//S//@/n
Domnus 'd/A/mn/@/s
Domremy-la-Pucelle d/O/NR/@/'m/i/lApY's/E/l
Domres 'd/A/mr/eI/s
don d/A/n
Don d/A/n
don't d/oU/nt
dona 'd/O/n/A/
Donald 'd/A/n/-/ld
Donalda d/@/'n/&/ld/@/
Donaldsonville 'd/A/n/-/lds/@/nv/I/l
Donalsonville 'd/A/n/-/ls/@/nv/I/l
Donar 'd/oU/n/A/r
donate 'd/oU/n/eI/t
Donatello ,d/A/n/@/'t/E/l/oU/
Donati d/@/'n/A/t/i/
donation d/oU/'n/eI//S//@/n
Donatist 'd/A/n/@/t/I/st
donative 'd/A/n/@/t/I/v
Donato d/@/'n/A/t/oU/
donatory 'd/A/n/@/,t/oU/r/i/
Donato_d'Agnolo d/O/'n/A/t/O/_'d/A/n/j//O/l/O/
Donatus d/oU/'n/eI/t/@/s
Donau 'd/oU/n/AU/
Doncaster 'd/A//N/k/&/st/@/r
Dondi 'd/A/nd/i/
done d/@/n
donec 'd/oU/n/E/k
donee d/oU/'n/i/
Donegal 'd/A/n/I/,g/O/l
Donegal_tweed 'd/A/n/I/,g/O/l_tw/i/d
Donets d/A/'n/E/ts
Donetsk d/A/'n/E/tsk
done_for d/@/n_f/O/r
done_with d/@/n_w/I//T/
dong d/A//N/
donga 'd/A//N/g/@/
Donges 'd/A/n/dZ//U/s
dongle 'd/A//N//@/l
Dongola 'd/A//N/g/@/l/@/
Dongola_kid 'd/A//N/g/@/l/@/_k/I/d
Dongola_leather 'd/A//N/g/@/l/@/_'l/E//D//@/r
Dongola_process 'd/A//N/g/@/l/@/_'pr/A/s/E/s
Dongola_race 'd/A//N/g/@/l/@/_r/eI/s
Dong_Xoai d/O//N/_sw/aI/
Donica 'd/A/n/@/k/@/
Donizetti ,d/A/n/I/'z/E/t/i/
donjon 'd/@/n/dZ//@/n
donjon_keep 'd/@/n/dZ//@/n_k/i/p
donkey 'd/A//N/k/i/
donkey-drawn 'd/A//N/k/i/_dr/O/n
donkey-eared 'd/A//N/k/i/_/i/rd
donkey_boiler 'd/A//N/k/i/_'b//Oi//l/@/r
donkey_boy 'd/A//N/k/i/_b//Oi//
donkey_crosshead 'd/A//N/k/i/_'kr/O/s,h/E/d
donkey_doctor 'd/A//N/k/i/_'d/A/kt/@/r
donkey_engine 'd/A//N/k/i/_'/E/n/dZ//@/n
donkey_hoist 'd/A//N/k/i/_h//Oi//st
donkey_pump 'd/A//N/k/i/_p/@/mp
donkey_sled 'd/A//N/k/i/_sl/E/d
donkey_tender 'd/A//N/k/i/_'t/E/nd/@/r
donkey_topsail 'd/A//N/k/i/_'t/A/p,s/eI/l
Donn-Byrne 'd/A/n'b/[@]/rn
Donna 'd/A/n/@/
donna 'd/O/nn/A/
donnard 'd/A/n/@/Rd
Donne d/@/n
donnee 'd/A/n/eI/
donnered 'd/A/n/@/Rd
Donnie 'd/A/n/i/
donnish 'd/A/n/I//S/
donnishly 'd/A/n/I//S/l/i/
donnishness 'd/A/n/I//S/n/E/s
Donny 'd/A/n/i/
donnybrook 'd/A/n/i/,br/U/k
Donnybrook 'd/A/n/I/,br/U/k
donnybrook_fair 'd/A/n/i/,br/U/k_f/(@)/r
donor 'd/oU/n/@/r
donsie 'd/A/ns/i/
Donus 'd/oU/n/@/s
donut 'd/oU/n/@/t
donzel 'd/A/nz/@/l
Don_Carlos d/A/n_'k/A/rl/oU/s
Don_Giovanni d/A/n_/dZ//O/'v/A/nn/i/
Don_Juan d/A/n_/hw//A/n
Don_Pasquale d/A/n_p/A/'skw/A/l/eI/
Don_Quixote ,d/A/n_k/i/'h/oU/t/i/
doodad 'd/u/d/&/d
doodah 'd/u/d/A/
doodle 'd/u/d/-/l
doodlebug 'd/u/d/-/l,b/@/g
doodlesack 'd/u/d/-/l,s/&/k
doofer 'd/u/f/@/r
doohickey 'd/u/,h/I/k/i/
dook d/u/k
doolally 'd/u/,l/&/l/i/
doolie 'd/u/l/i/
Doolittle 'd/u/,l/I/t/-/l
dooly 'd/u/l/i/
doom d/u/m
dooms d/u/mz
doomsday 'd/u/mz,d/eI/
Doomsday 'd/u/mz,d/eI/
doomwatch 'd/u/mw/A/t/S/
doom_palm d/u/m_p/A/m
doom_ring d/u/m_r/I//N/
doom_tree d/u/m_tr/i/
Doon d/u/n
door d/oU/r
door-roller d/oU/r_'r/oU/l/@/r
door-shaped d/oU/r_/S//eI/pt
door-to-door 'd/oU/rt/@/'d/oU/r
doorbell 'd/oU/r,b/E/l
doorbrand 'd/oU/r,br/&/nd
doorcase 'd/oU/r,k/eI/s
doorframe 'd/oU/r,fr/eI/m
doorjamb 'd/oU/r,/dZ//&/m
doorkeeper 'd/oU/r,k/i/p/@/r
doorknob 'd/oU/r,n/A/b
doorman 'd/oU/r,m/&/n
doormat 'd/oU/r,m/&/t
Doorn d/oU/rn
doornail 'd/oU/r,n/eI/l
doorpiece 'd/oU/r,p/i/s
doorplate 'd/oU/r,pl/eI/t
doorpost 'd/oU/r,p/oU/st
doorsill 'd/oU/r,s/I/l
doorstead 'd/oU/r,st/E/d
doorstep 'd/oU/r,st/E/p
doorstone 'd/oU/r,st/oU/n
doorstop 'd/oU/r,st/A/p
doorway 'd/oU/r,w/eI/
dooryard 'd/oU/r,/j//A/rd
dooryard_grass 'd/oU/r,/j//A/rd_gr/&/s
dooryard_plantain 'd/oU/r,/j//A/rd_'pl/&/nt/I/n
door_bed d/oU/r_b/E/d
door_chain d/oU/r_/tS//eI/n
door_check d/oU/r_/tS//E/k
door_closer d/oU/r_'kl/oU/z/@/r
door_fastener d/oU/r_'f/&/s/@/n/@/r
door_fitter d/oU/r_'f/I/t/@/r
door_grass d/oU/r_gr/&/s
door_handle d/oU/r_'h/&/nd/-/l
door_hanger d/oU/r_'h/&//N//@/r
door_hasp d/oU/r_h/&/sp
door_hinge d/oU/r_h/I/n/dZ/
door_jack d/oU/r_/dZ//&/k
door_key d/oU/r_k/i/
door_knocker d/oU/r_'n/A/k/@/r
door_latch d/oU/r_l/&//tS/
door_lock d/oU/r_l/A/k
door_maker d/oU/r_'m/eI/k/@/r
door_mat d/oU/r_m/&/t
door_matting d/oU/r_'m/&/t/I//N/
door_money d/oU/r_'m/@/n/i/
door_prize d/oU/r_pr/aI/z
door_scraper d/oU/r_'skr/eI/p/@/r
door_spring d/oU/r_spr/I//N/
door_stile d/oU/r_st/aI/l
door_switch d/oU/r_sw/I//tS/
door_track d/oU/r_tr/&/k
door_trap d/oU/r_tr/&/p
door_trapper d/oU/r_'tr/&/p/@/r
doover 'd/u/v/@/r
dop d/A/p
dopa 'd/oU/p/@/
dopant 'd/oU/p/@/nt
dopatta d/oU/'p/@/t/@/
dope d/oU/p
dopesheet 'd/oU/p,/S//i/t
dopester 'd/oU/pst/@/r
dopey 'd/oU/p/i/
dope_fiend d/oU/p_f/i/nd
dope_off d/oU/p_/O/f
dope_out d/oU/p_/AU/t
dope_story d/oU/p_'st/oU/r/i/
Doppelganger 'd/A/p/@/l,g/&//N//@/r
Doppelmayer 'd/A/p/@/l,m/eI//@/r
Doppler 'd/A/pl/@/r
Doppler_effect 'd/A/pl/@/r_/I/'f/E/kt
Doppler_radar 'd/A/pl/@/r_'r/eI/d/A/r
Doppler_shift 'd/A/pl/@/r_/S//I/ft
dopy 'd/oU/p/i/
dop_doctor d/A/p_'d/A/kt/@/r
dor d/O/r
Dora 'd/oU/r/@/
dorab 'd/oU/r/&/b
dorado d/@/'r/A/d/oU/
Dorado d/@/'r/A/d/oU/
Doralice d/oU/r'/&/l/I/s
Doralynne d/oU/r'/&/l/I/n
DORAN 'd/oU/r/&/n
Doran 'd/oU/r/@/n
Dorati d/oU/'r/A/t/i/
Doraville 'd/oU/r/@/v/I/l
dorbeetle 'd/O/r,b/i/t/-/l
Dorcas 'd/O/rk/@/s
Dorcas_society 'd/O/rk/@/s_s/@/'s/aI//I/t/i/
Dorchester 'd/O/r,/tS//E/st/@/r
Dordogne d/O/R'd/O/n/j//-/
Dordrecht 'd/O/RdR/E//x/t
Dore 'd/oU/r/i/
dore d/O/'r/eI/
Doreen d/oU/'r/i/n
Dorette d/oU/'r/E/t
Dori 'd/oU/r/i/
Dorian 'd/oU/r/i//@/n
Dorian_mode 'd/oU/r/i//@/n_m/oU/d
Doric 'd/O/r/I/k
Dorice 'd/O/r/I/s
Doriden 'd/O/r/I/d/-/n
Dorin 'd/oU/r/I/n
Dorinda d/oU/'r/I/nd/@/
Dorine d/oU/'r/i/n
Doris 'd/oU/r/I/s
Dorita d/oU/'r/i/t/@/
Doritis d/@/'r/aI/t/I/s
dorje 'd/O/r/dZ//@/
Dorking 'd/O/rk/I//N/
dorm d/O/rm
dormancy 'd/O/rm/@/ns/i/
dormant 'd/O/rm/@/nt
dormant_partner 'd/O/rm/@/nt_'p/A/rtn/@/r
dormer 'd/O/rm/@/r
dormered 'd/O/rm/@/rd
dormer_beam 'd/O/rm/@/r_b/i/m
dormer_window 'd/O/rm/@/r_'w/I/nd/oU/
dormeuse d/O/R'm/y/Z
dormie 'd/O/rm/i/
dormient 'd/O/rm/i//@/nt
dormitory 'd/O/rm/I/,t/oU/r/i/
Dormobile 'd/oU/rm/@/,b/i/l
dormouse 'd/O/r,m/AU/s
dormy 'd/oU/rm/i/
dornick 'd/O/rn/I/k
Dorobo d/@/'r/oU/b/oU/
doronicum d/@/'r/A/n/@/k/@/m
Dorothea ,d/O/r/@/'/T//i//@/
Dorothee 'd/O/r/@/,/T//i/
Dorothy 'd/O/r/@//T//i/
dorp d/O/rp
Dorpat 'd/O/Rp/A/t
dorr d/O/r
Dorr d/O/r
Dorrance 'd/O/r/@/ns
Dorrie 'd/O/r/i/
dorsad 'd/O/rs/&/d
dorsal 'd/O/rs/@/l
dorsal-root 'd/O/rs/@/l_r/u/t
dorsalis d/O/r's/&/l/I/s
dorsally 'd/O/rs/@/ll/i/
dorsal_blister 'd/O/rs/@/l_'bl/I/st/@/r
dorsal_fin 'd/O/rs/@/l_f/I/n
dorsal_region 'd/O/rs/@/l_'r/i//dZ//@/n
dorse d/O/rs
dorser 'd/O/rs/@/r
Dorset 'd/O/rs/I/t
Dorsetshire 'd/O/rs/I/t,/S//i/r
Dorset_Down 'd/O/rs/I/t_d/AU/n
Dorset_horn 'd/O/rs/I/t_h/O/rn
Dorsey 'd/O/rs/i/
dorsiferous d/O/r's/I/f/@/r/@/s
dorsiflexion ,d/O/rs/@/'fl/E/k/S//@/n
dorsiflexor 'd/O/rs/@/,fl/E/ks/@/r
dorsispinal ,d/O/rs/I/'sp/aI/n/-/l
dorsiventral 'd/O/rs/@/'v/E/ntr/@/l
dorsiventrally 'd/O/rs/@/'v/E/ntr/@/ll/i/
dorsolateral ,d/O/rs/oU/'l/&/t/@/r/@/l
dorsolumbar ,d/O/rs/oU/'l/@/mb/@/r
dorsoventral ,d/O/rs/oU/'v/E/ntr/@/l
dorsoventrally ,d/O/rs/oU/'v/E/ntr/@/ll/i/
dorsum 'd/O/rs/@/m
Dort d/O/rt
dorter 'd/O/rt/@/r
Dorticos ,d/O/Rt/i/'k/O/s
Dortmund 'd/O/rtm/u/nt
dorty 'd/O/Rt/i/
Doruis 'd/[@]/r/I/s
Dorus 'd/oU/r/@/s
dory 'd/oU/r/i/
doryman 'd/oU/r/i/m/@/n
dor_bee d/O/r_b/i/
dor_bug d/O/r_b/@/g
dor_fly d/O/r_fl/aI/
dos-a-dos d/oU/ZA'd/oU/
dosage 'd/oU/s/I//dZ/
dosage_compensation 'd/oU/s/I//dZ/_,k/A/mp/@/n's/eI//S//@/n
dose d/oU/s
dose_with d/oU/s_w/I//T/
dosimeter d/oU/'s/I/m/I/t/@/r
dosimetrician ,d/oU/s/@/m/I/'tr/I//S//@/n
dosimetry d/oU/'s/I/m/I/tr/i/
doss d/A/s
dossal 'd/A/s/@/l
dosser 'd/A/s/@/r
dosseret ,d/A/s/@/'r/E/t
dossier 'd/A/s/i/,/eI/
dossiers 'd/A/s/i/,/eI/z
dossil 'd/A/s/@/l
doss_down d/A/s_d/AU/n
dost d/@/st
Dostoevsky ,d/A/st/@/'/j//E/fsk/i/
Dot d/A/t
dot d/A/t
dot-dash d/A/t_d/&//S/
dot-sequential d/A/t_s/I/'kw/E/n/S//@/l
dotage 'd/oU/t/I//dZ/
dotal 'd/oU/t/-/l
dotard 'd/oU/t/@/rd
dotardly 'd/oU/t/@/rdl/i/
dotation d/oU/'t/eI//S//@/n
dote d/oU/t
dote_upon d/oU/t_/@/'p/A/n
doth d/@//T/
Dothan 'd/oU//T//@/n
doting 'd/oU/t/I//N/
dotingly 'd/oU/t/I//N/l/i/
dotingness 'd/oU/t/I//N/n/E/s
dotted 'd/A/t/I/d
dotted_line 'd/A/t/I/d_l/aI/n
dotterel 'd/A/t/@/r/@/l
dotterel_dun 'd/A/t/@/r/@/l_d/@/n
Dottie 'd/A/t/i/
dottle 'd/A/t/-/l
dottle_pin 'd/A/t/-/l_p/I/n
dottrel 'd/A/tr/@/l
Dotty 'd/A/t/i/
dotty 'd/A/t/i/
Doty 'd/oU/t/i/
doty 'd/oU/t/i/
dot_figure d/A/t_'f/I/g/j//@/r
dot_map d/A/t_m/&/p
Dou d/AU/
Douai d/u/'/eI/
Douala d/U/'/A/l/A/
douane dwAn
douanes dWAn
Douay-Rheims 'd/u//eI/'r/i/mz
double 'd/@/b/@/l
double-acting 'd/@/b/@/l_'/&/kt/I//N/
double-action 'd/@/b/@/l_'/&/k/S//@/n
double-armed 'd/@/b/@/l_/A/rmd
double-aspect 'd/@/b/@/l_'/&/sp/E/kt
double-bank 'd/@/b/@/l_b/&//N/k
double-banker 'd/@/b/@/l_'b/&//N/k/@/r
double-barred 'd/@/b/@/l_b/A/rd
double-barrel 'd/@/b/@/l_'b/&/r/@/l
double-barreled 'd/@/b/@/l_'b/&/r/@/ld
double-bass 'd/@/b/@/l_b/&/s
double-beat 'd/@/b/@/l_b/i/t
double-bell 'd/@/b/@/l_b/E/l
double-biting 'd/@/b/@/l_'b/aI/t/I//N/
double-bitt 'd/@/b/@/l_b/I/t
double-bond 'd/@/b/@/l_b/A/nd
double-bottom 'd/@/b/@/l_'b/A/t/@/m
double-branch 'd/@/b/@/l_br/&/n/tS/
double-break 'd/@/b/@/l_br/eI/k
double-breasted 'd/@/b/@/l_'br/E/st/I/d
double-bubble 'd/@/b/@/l_'b/@/b/@/l
double-chain 'd/@/b/@/l_/tS//eI/n
double-charge 'd/@/b/@/l_/tS//A/r/dZ/
double-check 'd/@/b/@/l_/tS//E/k
double-clasping 'd/@/b/@/l_'kl/&/sp/I//N/
double-claw 'd/@/b/@/l_kl/O/
double-clutch 'd/@/b/@/l_kl/@//tS/
double-coated 'd/@/b/@/l_'k/oU/t/I/d
double-crested_cormorant 'd/@/b/@/l_,kr/E/st/I/d
double-crop 'd/@/b/@/l_kr/A/p
double-cross 'd/@/b/@/l_'kr/O/s
double-crossing 'd/@/b/@/l_'kr/O/s/I//N/
Double-Crostic 'd/@/b/@/l_'kr/O/st/I/k
double-cup 'd/@/b/@/l_k/@/p
double-cupped 'd/@/b/@/l_k/@/pt
double-current 'd/@/b/@/l_'k/[@]/r/@/nt
double-cut 'd/@/b/@/l_'k/@/t
double-cylinder 'd/@/b/@/l_'s/I/l/I/nd/@/r
double-dare 'd/@/b/@/l_d/(@)/r
double-date 'd/@/b/@/l_d/eI/t
double-dated 'd/@/b/@/l_'d/eI/t/I/d
double-dealer 'd/@/b/@/l_'d/i/l/@/r
double-dealing 'd/@/b/@/l_'d/i/l/I//N/
double-decker 'd/@/b/@/l_'d/E/k/@/r
double-disk 'd/@/b/@/l_d/I/sk
double-distilled 'd/@/b/@/l_d/I/'st/I/ld
double-dodge 'd/@/b/@/l_d/A//dZ/
double-dot 'd/@/b/@/l_d/A/t
double-duty 'd/@/b/@/l_'d/u/t/i/
double-dye 'd/@/b/@/l_d/aI/
double-edged 'd/@/b/@/l_'/E//dZ/d
double-ended 'd/@/b/@/l_'/E/nd/I/d
double-entry 'd/@/b/@/l_'/E/ntr/i/
double-eyed 'd/@/b/@/l_/aI/d
double-faced 'd/@/b/@/l_'f/eI/st
double-facedly 'd/@/b/@/l_'f/eI/s/I/dl/i/
double-fault 'd/@/b/@/l_f/O/lt
double-feature 'd/@/b/@/l_'f/i//tS//@/r
double-flowered 'd/@/b/@/l_'fl/AU//@/rd
double-flowering 'd/@/b/@/l_'fl/AU//@/r/I//N/
double-fold 'd/@/b/@/l_f/oU/ld
double-footed 'd/@/b/@/l_'f/U/t/I/d
double-gilt 'd/@/b/@/l_g/I/lt
double-harness 'd/@/b/@/l_'h/A/rn/I/s
double-head 'd/@/b/@/l_h/E/d
double-headed 'd/@/b/@/l_'h/E/d/I/d
double-header 'd/@/b/@/l_'h/E/d/@/r
double-helical 'd/@/b/@/l_'h/E/l/I/k/@/l
double-helical_gear 'd/@/b/@/l_,h/E/l/I/k/@/l
double-horned 'd/@/b/@/l_h/O/rnd
double-hung 'd/@/b/@/l_h/@//N/
double-image 'd/@/b/@/l_'/I/m/I//dZ/
double-jointed 'd/@/b/@/l_'/dZ///Oi//nt/I/d
double-knit 'd/@/b/@/l_n/I/t
double-language 'd/@/b/@/l_'l/&//N/gw/I//dZ/
double-liability 'd/@/b/@/l_,l/aI//@/'b/I/l/I/t/i/
double-line 'd/@/b/@/l_l/aI/n
double-lived 'd/@/b/@/l_l/I/vd
double-loaded 'd/@/b/@/l_'l/oU/d/I/d
double-lock 'd/@/b/@/l_l/A/k
double-measure 'd/@/b/@/l_'m/E//Z//@/r
double-milled 'd/@/b/@/l_m/I/ld
double-minded 'd/@/b/@/l_'m/aI/nd/I/d
double-name 'd/@/b/@/l_n/eI/m
double-O 'd/@/b/@/l_/oU/
double-page 'd/@/b/@/l_p/eI//dZ/
double-park 'd/@/b/@/l_'p/A/rk
double-piled 'd/@/b/@/l_p/aI/ld
double-pipe 'd/@/b/@/l_p/aI/p
double-pointed 'd/@/b/@/l_'p//Oi//nt/I/d
double-pole 'd/@/b/@/l_p/oU/l
double-printing 'd/@/b/@/l_'pr/I/nt/I//N/
double-prop 'd/@/b/@/l_pr/A/p
double-queue 'd/@/b/@/l_k/j//u/
double-reed 'd/@/b/@/l_r/i/d
double-reef 'd/@/b/@/l_r/i/f
double-refined 'd/@/b/@/l_r/I/'f/aI/nd
double-ripper 'd/@/b/@/l_'r/I/p/@/r
double-rivet 'd/@/b/@/l_'r/I/v/I/t
double-roller 'd/@/b/@/l_'r/oU/l/@/r
double-runner 'd/@/b/@/l_'r/@/n/@/r
double-scull 'd/@/b/@/l_sk/@/l
double-seated 'd/@/b/@/l_,s/i/t/I/d
double-shear 'd/@/b/@/l_/S//i/r
double-shed 'd/@/b/@/l_/S//E/d
double-shot 'd/@/b/@/l_/S//A/t
double-slide 'd/@/b/@/l_sl/aI/d
double-space 'd/@/b/@/l_sp/eI/c
double-spacing 'd/@/b/@/l_'sp/eI/s/I//N/
double-spun 'd/@/b/@/l_sp/@/n
double-stitch 'd/@/b/@/l_st/I//tS/
double-stop 'd/@/b/@/l_st/A/p
double-stopping 'd/@/b/@/l_'st/A/p/I//N/
double-strength 'd/@/b/@/l_str/E//N/k/T/
double-struck 'd/@/b/@/l_str/@/k
double-sunk 'd/@/b/@/l_s/@//N/k
double-sunk_dial 'd/@/b/@/l_,s/@//N/k
double-swing 'd/@/b/@/l_sw/I//N/
double-tailed 'd/@/b/@/l_'t/eI/ld
double-talk 'd/@/b/@/l_t/O/k
double-team 'd/@/b/@/l_t/i/m
double-think 'd/@/b/@/l_/T//I//N/k
double-thread 'd/@/b/@/l_/T/r/E/d
double-throw 'd/@/b/@/l_/T/r/oU/
double-time 'd/@/b/@/l_t/aI/m
double-timing 'd/@/b/@/l_'t/aI/m/I//N/
double-tongue 'd/@/b/@/l_,t/@//N/
double-tongued 'd/@/b/@/l_'t/@//N/d
double-tonguing 'd/@/b/@/l_'t/@//N//I//N/
double-tooth 'd/@/b/@/l_t/u//T/
double-track 'd/@/b/@/l_tr/&/k
double-trouble 'd/@/b/@/l_'tr/@/b/@/l
double-truck 'd/@/b/@/l_tr/@/k
double-voiced 'd/@/b/@/l_v//Oi//st
double-winged 'd/@/b/@/l_w/I//N/d
double-work 'd/@/b/@/l_w/[@]/rk
double-worked 'd/@/b/@/l_w/[@]/rkt
Doubleday 'd/@/b/@/l,d/eI/
doubleganger 'd/@/b/@/l,g/&//N//@/r
doubleheader 'd/@/b/@/l'h/E/d/@/r
doubleness 'd/@/b/@/ln/I/s
doubles_ententes d/u/bl/@/_z/A/N't/A/Nt
doublet 'd/@/bl/I/t
doublethink 'd/@/b/@/l'/T//I//N/k
doubleton 'd/@/b/@/lt/@/n
doubletree 'd/@/b/@/l,tr/i/
Doubley 'd/u/bl/i/
double_achievement 'd/@/b/@/l_/@/'/tS//i/vm/@/nt
double_acrostic 'd/@/b/@/l_/@/'kr/O/st/I/k
double_agent 'd/@/b/@/l_'/eI//dZ//@/nt
double_algebra 'd/@/b/@/l_'/&/l/dZ//@/br/@/
double_altar 'd/@/b/@/l_'/O/lt/@/r
double_back 'd/@/b/@/l_b/&/k
double_bar 'd/@/b/@/l_b/A/r
double_bass 'd/@/b/@/l_b/&/s
double_bassoon 'd/@/b/@/l_b/&/'s/u/n
double_batten 'd/@/b/@/l_'b/&/t/-/n
double_bed 'd/@/b/@/l_b/E/d
double_bind 'd/@/b/@/l_b/aI/nd
double_block 'd/@/b/@/l_bl/A/k
double_blossom 'd/@/b/@/l_'bl/A/s/@/m
double_boiler 'd/@/b/@/l_'b//Oi//l/@/r
double_bond 'd/@/b/@/l_b/A/nd
double_bunk 'd/@/b/@/l_b/@//N/k
double_centering 'd/@/b/@/l_'s/E/nt/@/r/I//N/
